"UNION","MRGID_EEZ","TERRITORY1","MRGID_TER1","ISO_TER1","UN_TER1","SOVEREIGN1","MRGID_SOV1","ISO_SOV1","UN_SOV1","TERRITORY2","MRGID_TER2","ISO_TER2","UN_TER2","SOVEREIGN2","MRGID_SOV2","ISO_SOV2","UN_SOV2","TERRITORY3","MRGID_TER3","ISO_TER3","UN_TER3","SOVEREIGN3","MRGID_SOV3","ISO_SOV3","UN_SOV3","POL_TYPE","Y_1","x_1","AREA_KM2","id","over","prop","sp_country","species","breeding_country"
"Canary Islands","8364","Canary Islands","3743",NA,NA,"Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",28.36674,-17.58171,"453419","217",1.02133523437517e-08,0.37266184000885,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Madeira","8363","Madeira","4956",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",33.17225,-16.81115,"453616","166",5.91547112003596e-09,0.215841995646068,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",3.91068052844397e-09,0.142691777622681,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Western Sahara","8368","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",23.98576,-15.46474,"553988","119",2.21103969999757e-09,0.0806757757101951,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Morocco","8367","Morocco","2221","MAR","504","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",32.24737,-7.75325,"686692","161",1.89333806600636e-09,0.0690835705740028,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Trinidade","8381","Trindade","8622",NA,NA,"Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.50277,-29.09644,"472493","117",1.00881140968258e-09,0.0368092183154951,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.90966632871345e-10,0.0215630192102794,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Tristan Da Cunha","8382","Tristan da Cunha","8621","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.7618,-11.20992,"758353","199",5.06094588957582e-10,0.0184662326718648,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Cape Verde","8362","Cape Verde","2168","CPV","132","Cape Verde","2168","CPV","132",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.09117,-24.17066,"806027","68",2.93849425041217e-10,0.0107218926495174,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Portugal","5688","Portugal","2243","PRT","620","Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.62323,-10.26364,"404204","51",2.62840310880615e-10,0.00959044107992535,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Brazil","8464","Brazil","2143","BRA","76","Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.86316,-49.30546,"11678267","114",2.42604730920997e-10,0.00885209110358177,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Saint Helena","8380","Saint Helena","8619","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-15.97278,-5.70869,"449352","56",1.37075376613685e-10,0.00500156661098774,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Ascension","8379","Ascension","8620","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-7.94747,-14.36337,"446105","211",1.08113278657198e-10,0.00394480597532985,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Guinea-Bissau","8471","Guinea-Bissau","8685","GNB","624","Guinea-Bissau","8685","GNB","624",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.92648,-16.94227,"140612","45",2.70347364286772e-11,0.000986435626871195,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Mauritania","8369","Mauritania","2236","MRT","478","Mauritania","2236","MRT","478",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",19.98315,-11.40201,"1212055","47",2.30742966467297e-11,0.000841928248029251,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Joint regime area Senegal / Guinea Bissau","48964","Senegal","2225","SEN","686","Senegal","2225","SEN","686","Guinea-Bissau","8685","GNB","624","Guinea-Bissau","8685","GNB","624",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",11.261,-18.77443,"63460","304",2.20611945956721e-11,0.000804962474034892,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Senegal","8371","Senegal","2225","SEN","686","Senegal","2225","SEN","686",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",14.0656,-16.26891,"353555","34",1.51812570314559e-11,0.000553929306321323,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Gambia","8370","Gambia","2113","GMB","270","Gambia","2113","GMB","270",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",13.36799,-17.4335,"33723","234",9.39057052604109e-12,0.0003426404155251,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Guinea","8472","Guinea","2122","GIN","324","Guinea","2122","GIN","324",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.07014,-12.30861,"346871","169",6.38148317825757e-12,0.000232845708554241,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Sierra Leone","8390","Sierra Leone","2191","SLE","694","Sierra Leone","2191","SLE","694",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",7.23494,-13.41098,"232908","128",3.99943113341831e-12,0.000145930083972885,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Liberia","8391","Liberia","2105","LBR","430","Liberia","2105","LBR","430",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",4.53429,-9.93744,"347612","180",3.90743245451171e-12,0.000142573262842486,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Ivory Coast","8473","Ivory Coast","2161","CIV","384","Ivory Coast","2161","CIV","384",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",6.13045,-5.52125,"492520","106",1.22034775224914e-12,4.45276950698809e-05,"Bulweria bulwerii_Spain","Bulweria bulwerii","Spain"
"Ceuta","49002","Ceuta","14864",NA,NA,"Spain","2185","ESP","724","Ceuta","14864",NA,NA,"Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",35.87852,-5.31943,"53","282",2.6620098125818e-08,0.219646241117574,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Perejil Island","48998","Perejil Island","48994",NA,NA,"Spain","2185","ESP","724","Perejil Island","48994",NA,NA,"Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",35.91444,-5.41983,"1","292",2.6620098125818e-08,0.219646241117574,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Gibraltar","8365","Gibraltar","3344","GIB","292","United Kingdom","2208","GIB","826","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",36.08911,-5.22177,"395","299",2.6620098125818e-08,0.219646241117574,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Azores","8361","Azores","2454",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.47507,-27.97434,"962788","79",1.41093021188045e-08,0.116417871960508,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"South Africa","8396","South Africa","2176","ZAF","710","South Africa","2176","ZAF","710",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-31.16021,24.77862,"2292218","85",6.07315771119802e-09,0.0501104938334205,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Madeira","8363","Madeira","4956",NA,NA,"Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",33.17225,-16.81115,"453616","166",4.17764671083737e-09,0.0344703611690547,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Uruguay","8467","Uruguay","2216","URY","858","Uruguay","2216","URY","858",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-34.15741,-54.78948,"320455","59",2.74911549811832e-09,0.0226833455949629,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Canary Islands","8364","Canary Islands","3743",NA,NA,"Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",28.36674,-17.58171,"453419","217",2.68491015531502e-09,0.0221535781185339,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Mozambique","8347","Mozambique","2220","MOZ","508","Mozambique","2220","MOZ","508",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-18.57568,36.57083,"1352537","175",2.02189113420215e-09,0.0166829132438746,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Morocco","8367","Morocco","2221","MAR","504","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",32.24737,-7.75325,"686692","161",1.68677919936696e-09,0.0139178566880237,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Namibia","8395","Namibia","2218","NAM","516","Namibia","2218","NAM","516",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-22.75567,15.2067,"1386405","221",1.36894404428632e-09,0.0112953533156271,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Europa Island","8341","Europa Island","8612","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-23.53637,40.10937,"127986","168",9.45655226347597e-10,0.0078027366720706,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Brazil","8464","Brazil","2143","BRA","76","Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-10.86316,-49.30546,"11678267","114",9.26069396298089e-10,0.00764113118402134,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Joint regime area Argentina / Uruguay","48961","Uruguay","2216","URY","858","Uruguay","2216","URY","858","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",-36.25493,-55.16096,"41414","302",7.81987554571151e-10,0.00645229127820876,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Trinidade","8381","Trindade","8622",NA,NA,"Brazil","2143","BRA","76",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.50277,-29.09644,"472493","117",7.43539392975878e-10,0.00613504999185556,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Bassas da India","8340","Bassas da India","31136","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.86104,39.42539,"120802","6",5.74209740362102e-10,0.00473788678341914,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Portugal","5688","Portugal","2243","PRT","620","Portugal","2243","PRT","620",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",38.62323,-10.26364,"404204","51",4.6238818793359e-10,0.00381523114365523,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Spain","5693","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",41.09913,-3.84711,"1060248","279",4.21806646674589e-10,0.00348038703623806,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Western Sahara","8368","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Western Sahara","8617","ESH","732","Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",23.98576,-15.46474,"553988","119",3.37522572704383e-10,0.00278494707406615,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Tristan Da Cunha","8382","Tristan da Cunha","8621","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-38.7618,-11.20992,"758353","199",3.10185098761582e-10,0.00255938166236836,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"High Seas",NA,"High Seas",NA,NA,NA,"High Seas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.71135455982479e-10,0.00223717746864694,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Réunion","8338","Réunion","8609","REU","638","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-21.77686,54.71973,"317665","72",1.43752024944149e-10,0.00118611854031442,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Argentina","8466","Argentina","2149","ARG","32","Argentina","2149","ARG","32",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-39.07352,-64.21943,"3851647","207",1.09935057767711e-10,0.000907089902208205,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Madagascar","8348","Madagascar","7963","MDG","450","Madagascar","7963","MDG","450",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-20.40898,47.07263,"1786627","229",8.53294551027494e-11,0.000704065551574812,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Juan de Nova Island","8339","Juan de Nova Island","8610","ATF","260","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-17.30644,42.09477,"62824","196",7.35359585724016e-11,0.000606755723103079,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Joint regime area Spain / France","48966","France","17","FRA","250","France","17","FRA","250","Spain","2185","ESP","724","Spain","2185","ESP","724",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",45.25417,-5.33333,"2859","305",3.50071278389097e-11,0.000288848824140185,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Saint Helena","8380","Saint Helena","8619","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-15.97278,-5.70869,"449352","56",2.49624235317642e-11,0.000205968530695204,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Antigua and Barbuda","8414","Antigua and Barbuda","8645","ATG","28","Antigua and Barbuda","8645","ATG","28",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",18.72715,-60.57538,"112004","172",2.12998205011139e-11,0.000175747868675632,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Angola","8478","Angola","2150","AGO","24","Angola","2150","AGO","24",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-12.12815,15.69862,"1742906","70",1.83746566521327e-11,0.000151611922930992,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Comores","8334","Comores","2163","COM","174","Comores","2163","COM","174",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0",NA,"0","Union EEZ and country",-11.42789,43.45654,"166149","162",1.7128312256779e-11,0.000141328156872598,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Cape Verde","8362","Cape Verde","2168","CPV","132","Cape Verde","2168","CPV","132",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.09117,-24.17066,"806027","68",1.6342234549049e-11,0.000134842117155045,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Ascension","8379","Ascension","8620","SHN","654","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-7.94747,-14.36337,"446105","211",1.54330468788269e-11,0.000127340279510013,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Guinea-Bissau","8471","Guinea-Bissau","8685","GNB","624","Guinea-Bissau","8685","GNB","624",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.92648,-16.94227,"140612","45",1.45828094337466e-11,0.000120324848613153,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Tromelin Island","48946","Ile Tromelin","8613",NA,NA,"France","17","FRA","250","Ile Tromelin","8613",NA,NA,"Madagascar","7963","MDG","450","Ile Tromelin","8613",NA,NA,"Republic of Mauritius","8614","MUS","480","Overlapping claim",-15.71127,54.67305,"274562","27",1.40459215439148e-11,0.000115894909762224,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Guadeloupe","33177","Guadeloupe","8654","GLP","312","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",16.78811,-59.88047,"92355","110",1.11589701392935e-11,9.20742603672784e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Mauritania","8369","Mauritania","2236","MRT","478","Mauritania","2236","MRT","478",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",19.98315,-11.40201,"1212055","47",9.39760202081854e-12,7.75409598280089e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Mayotte","48944","Mayotte","8606","MYT","175","France","17","FRA","250","Mayotte","8606","MYT","175","Comores","2163","COM","174",NA,"0",NA,"0",NA,"0",NA,"0","Overlapping claim",-13.21377,45.30528,"67285","2",7.34171808995191e-12,6.05775671517468e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"France","5677","France","17","FRA","250","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",46.36162,0.81913,"894295","167",7.07131734100142e-12,5.83464518560166e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Melilla","49000","Melilla","36288",NA,NA,"Spain","2185","ESP","724","Melilla","36288",NA,NA,"Morocco","2221","MAR","504",NA,"0",NA,NA,NA,"0",NA,NA,"Overlapping claim",35.30805,-2.92826,"41","286",6.95179200663198e-12,5.73602312084261e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"French Guiana","8462","French Guiana","8683","GUF","254","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.62053,-52.32728,"214812","39",5.8892881077497e-12,4.85933594088095e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Guinea","8472","Guinea","2122","GIN","324","Guinea","2122","GIN","324",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.07014,-12.30861,"346871","169",4.75000307777239e-12,3.91929555029599e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Suriname","8461","Suriname","2182","SUR","740","Suriname","2182","SUR","740",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",5.795,-55.36375,"278225","63",4.4152105948647e-12,3.64305347907021e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Dominica","8417","Dominica","8648","DMA","212","Dominica","8648","DMA","212",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",15.49577,-60.73732,"29307","182",4.09377956880896e-12,3.37783613720312e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Joint regime area Senegal / Guinea Bissau","48964","Senegal","2225","SEN","686","Senegal","2225","SEN","686","Guinea-Bissau","8685","GNB","624","Guinea-Bissau","8685","GNB","624",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",11.261,-18.77443,"63460","304",4.00958013897316e-12,3.30836198207316e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Republic of Mauritius","8343","Republic of Mauritius","8614","MUS","480","Republic of Mauritius","8614","MUS","480",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",-16.81658,60.11338,"1280969","154",3.51082063712909e-12,2.89682837583347e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Senegal","8371","Senegal","2225","SEN","686","Senegal","2225","SEN","686",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",14.0656,-16.26891,"353555","34",3.51013927891262e-12,2.89626617741333e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Joint regime area Guyana / Barbados","48969","Barbados","8649","BRB","52","Barbados","8649","BRB","52","Guyana","2124","GUY","328","Guyana","2124","GUY","328",NA,"0",NA,NA,NA,"0",NA,NA,"Joint regime (EEZ)",10.68079,-57.13214,"67","308",3.41877112557121e-12,2.82087700587669e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Overlapping claim: Trinidad and Tobago / Venezuela / Guyana","33185","Guyana","2124","GUY","328","Guyana","2124","GUY","328","Trinidad and Tobago","2186","TTO","780","Trinidad and Tobago","2186","TTO","780","Venezuela","2201","VEN","862","Venezuela","2201","VEN","862","Overlapping claim",10.56539,-57.88712,"3612","65",3.12170455500985e-12,2.57576312508972e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Ireland","5681","Ireland","2114","IRL","372","Ireland","2114","IRL","372",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",52.72782,-11.234,"497290","148",3.06183884095019e-12,2.52636706725825e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Gambia","8370","Gambia","2113","GMB","270","Gambia","2113","GMB","270",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",13.36799,-17.4335,"33723","234",2.70670883709828e-12,2.23334421630757e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Guyana","8460","Guyana","2124","GUY","328","Guyana","2124","GUY","328",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",6.29024,-58.45108,"345520","19",2.63158945479561e-12,2.17136213840586e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Sierra Leone","8390","Sierra Leone","2191","SLE","694","Sierra Leone","2191","SLE","694",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",7.23494,-13.41098,"232908","128",2.17109540704326e-12,1.79140190622429e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Martinique","33178","Martinique","8655","MTQ","474","France","17","FRA","250",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",14.96773,-60.21926,"48905","141",2.17060643186347e-12,1.79099844580227e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Canada","8493","Canada","2169","CAN","124","Canada","2169","CAN","124",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",64.50915,-94.65701,"15700025","83",2.01933536435533e-12,1.66618252209318e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Jersey","21789","Jersey","4378","JEY","832","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",49.12631,-2.1881,"2402","99",1.63471068075787e-12,1.34882318857787e-05,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Barbados","8418","Barbados","8649","BRB","52","Barbados","8649","BRB","52",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",13.32253,-57.99722,"185441","222",9.72198082362146e-13,8.02174557746852e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Trinidad and Tobago","8420","Trinidad and Tobago","2186","TTO","780","Trinidad and Tobago","2186","TTO","780",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",10.92738,-60.06508,"81719","138",8.03754601317557e-13,6.63189429753203e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"Liberia","8391","Liberia","2105","LBR","430","Liberia","2105","LBR","430",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",4.53429,-9.93744,"347612","180",5.77354842177401e-13,4.76383746881471e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
"United Kingdom","5696","United Kingdom","2208","GBR","826","United Kingdom","2208","GBR","826",NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,NA,"0",NA,NA,"Union EEZ and country",56.15339,-3.95824,"977103","58",4.96509423664076e-13,4.09677034516626e-06,"Calonectris borealis_Portugal","Calonectris borealis","Portugal"
