species,population,month,sp_pop,sp_pop_month,exposure_score
Fulmarus glacialis,Scotland,4,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_04,1.3881
Fulmarus glacialis,Scotland,5,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_05,1.2538
Fulmarus glacialis,Scotland,6,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_06,1.3543
Fulmarus glacialis,Scotland,7,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_07,1.3212
Fulmarus glacialis,Scotland,8,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_08,1.4964
Fulmarus glacialis,Scotland,9,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_09,1.5295
Fulmarus glacialis,Scotland,10,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_10,1.1788
Fulmarus glacialis,Scotland,11,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_11,1.0468
Fulmarus glacialis,Scotland,12,Fulmarus glacialis_Scotland,Fulmarus glacialis_Scotland_12,1.0445
Fulmarus glacialis,Svalbard,1,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_01,2.0258
Fulmarus glacialis,Svalbard,2,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_02,1.2764
Fulmarus glacialis,Svalbard,4,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_04,1.8266
Fulmarus glacialis,Svalbard,8,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_08,1.9598
Fulmarus glacialis,Svalbard,9,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_09,0.8209
Fulmarus glacialis,Svalbard,10,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_10,1.0611
Fulmarus glacialis,Svalbard,11,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_11,1.7523
Fulmarus glacialis,Svalbard,12,Fulmarus glacialis_Svalbard,Fulmarus glacialis_Svalbard_12,1.9376
Fulmarus glacialoides,Davis,1,Fulmarus glacialoides_Davis,Fulmarus glacialoides_Davis_01,0.001
Fulmarus glacialoides,Davis,2,Fulmarus glacialoides_Davis,Fulmarus glacialoides_Davis_02,0.0011
Fulmarus glacialoides,Davis,3,Fulmarus glacialoides_Davis,Fulmarus glacialoides_Davis_03,0.0011
Fulmarus glacialoides,Davis,12,Fulmarus glacialoides_Davis,Fulmarus glacialoides_Davis_12,0.001
Fulmarus glacialoides,Pointe Geologie,4,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_04,0.0019
Fulmarus glacialoides,Pointe Geologie,5,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_05,0.0047
Fulmarus glacialoides,Pointe Geologie,6,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_06,0.0839
Fulmarus glacialoides,Pointe Geologie,7,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_07,0.2006
Fulmarus glacialoides,Pointe Geologie,8,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_08,0.2604
Fulmarus glacialoides,Pointe Geologie,9,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_09,0.0536
Fulmarus glacialoides,Pointe Geologie,10,Fulmarus glacialoides_Pointe Geologie,Fulmarus glacialoides_Pointe Geologie_10,0.005
Halobaena caerulea,Kerguelen,1,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_01,0.3297
Halobaena caerulea,Kerguelen,2,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_02,0.0784
Halobaena caerulea,Kerguelen,3,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_03,0.0354
Halobaena caerulea,Kerguelen,4,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_04,8.00E-04
Halobaena caerulea,Kerguelen,5,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_05,0.003
Halobaena caerulea,Kerguelen,6,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_06,0.014
Halobaena caerulea,Kerguelen,7,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_07,0.0222
Halobaena caerulea,Kerguelen,8,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_08,0.0154
Halobaena caerulea,Kerguelen,9,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_09,0.0501
Halobaena caerulea,Kerguelen,10,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_10,1.1532
Halobaena caerulea,Kerguelen,11,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_11,0.8742
Halobaena caerulea,Kerguelen,12,Halobaena caerulea_Kerguelen,Halobaena caerulea_Kerguelen_12,0.3328
Halobaena caerulea,South Georgia,1,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_01,0.0323
Halobaena caerulea,South Georgia,2,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_02,0.0018
Halobaena caerulea,South Georgia,3,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_03,0.0026
Halobaena caerulea,South Georgia,4,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_04,0.003
Halobaena caerulea,South Georgia,5,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_05,0.006
Halobaena caerulea,South Georgia,6,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_06,0.013
Halobaena caerulea,South Georgia,7,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_07,0.0176
Halobaena caerulea,South Georgia,8,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_08,0.1553
Halobaena caerulea,South Georgia,9,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_09,0.0317
Halobaena caerulea,South Georgia,10,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_10,0.2526
Halobaena caerulea,South Georgia,11,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_11,0.0185
Halobaena caerulea,South Georgia,12,Halobaena caerulea_South Georgia,Halobaena caerulea_South Georgia_12,0.0242
Hydrobates castro,Azores,1,Hydrobates castro_Azores,Hydrobates castro_Azores_01,4.8087
Hydrobates castro,Azores,2,Hydrobates castro_Azores,Hydrobates castro_Azores_02,5.3652
Hydrobates castro,Azores,11,Hydrobates castro_Azores,Hydrobates castro_Azores_11,3.658
Hydrobates castro,Azores,12,Hydrobates castro_Azores,Hydrobates castro_Azores_12,5.002
Hydrobates castro,Berlengas,1,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_01,5.1054
Hydrobates castro,Berlengas,2,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_02,8.5143
Hydrobates castro,Berlengas,3,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_03,2.7723
Hydrobates castro,Berlengas,4,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_04,2.1642
Hydrobates castro,Berlengas,5,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_05,3.1707
Hydrobates castro,Berlengas,6,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_06,8.0192
Hydrobates castro,Berlengas,7,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_07,6.0319
Hydrobates castro,Berlengas,8,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_08,8.2929
Hydrobates castro,Berlengas,9,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_09,11.567
Hydrobates castro,Berlengas,10,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_10,7.911
Hydrobates castro,Berlengas,11,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_11,9.1583
Hydrobates castro,Berlengas,12,Hydrobates castro_Berlengas,Hydrobates castro_Berlengas_12,8.2267
Hydrobates castro,St Helena,5,Hydrobates castro_St Helena,Hydrobates castro_St Helena_05,5.6885
Hydrobates castro,St Helena,6,Hydrobates castro_St Helena,Hydrobates castro_St Helena_06,6.13
Hydrobates castro,St Helena,11,Hydrobates castro_St Helena,Hydrobates castro_St Helena_11,9.2693
Hydrobates castro,St Helena,12,Hydrobates castro_St Helena,Hydrobates castro_St Helena_12,7.8461
Hydrobates furcatus,Gillam Island,1,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_01,6.0908
Hydrobates furcatus,Gillam Island,2,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_02,5.5763
Hydrobates furcatus,Gillam Island,3,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_03,6.5712
Hydrobates furcatus,Gillam Island,4,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_04,4.5679
Hydrobates furcatus,Gillam Island,5,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_05,4.5977
Hydrobates furcatus,Gillam Island,6,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_06,3.9677
Hydrobates furcatus,Gillam Island,7,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_07,4.1759
Hydrobates furcatus,Gillam Island,8,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_08,2.8621
Hydrobates furcatus,Gillam Island,9,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_09,1.4534
Hydrobates furcatus,Gillam Island,10,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_10,7.2211
Hydrobates furcatus,Gillam Island,11,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_11,3.4671
Hydrobates furcatus,Gillam Island,12,Hydrobates furcatus_Gillam Island,Hydrobates furcatus_Gillam Island_12,8.6745
Hydrobates jabejabe,Cape Verde,1,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_01,0.3744
Hydrobates jabejabe,Cape Verde,3,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_03,0.3544
Hydrobates jabejabe,Cape Verde,4,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_04,0.2825
Hydrobates jabejabe,Cape Verde,5,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_05,0.3542
Hydrobates jabejabe,Cape Verde,6,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_06,0.2909
Hydrobates jabejabe,Cape Verde,10,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_10,0.3489
Hydrobates jabejabe,Cape Verde,11,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_11,0.3044
Hydrobates jabejabe,Cape Verde,12,Hydrobates jabejabe_Cape Verde,Hydrobates jabejabe_Cape Verde_12,0.3439
Hydrobates leucorhous,Gillam Island,1,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_01,0.6942
Hydrobates leucorhous,Gillam Island,2,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_02,0.8585
Hydrobates leucorhous,Gillam Island,3,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_03,0.7509
Hydrobates leucorhous,Gillam Island,4,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_04,11.6203
Hydrobates leucorhous,Gillam Island,5,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_05,30.6642
Hydrobates leucorhous,Gillam Island,6,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_06,5.9714
Hydrobates leucorhous,Gillam Island,7,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_07,4.6114
Hydrobates leucorhous,Gillam Island,8,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_08,4.3638
Hydrobates leucorhous,Gillam Island,9,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_09,4.2256
Hydrobates leucorhous,Gillam Island,10,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_10,8.0707
Hydrobates leucorhous,Gillam Island,11,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_11,1.4911
Hydrobates leucorhous,Gillam Island,12,Hydrobates leucorhous_Gillam Island,Hydrobates leucorhous_Gillam Island_12,0.7455
Hydrobates leucorhous,Newfoundland,6,Hydrobates leucorhous_Newfoundland,Hydrobates leucorhous_Newfoundland_06,0.6921
Hydrobates leucorhous,Newfoundland,7,Hydrobates leucorhous_Newfoundland,Hydrobates leucorhous_Newfoundland_07,0.5255
Hydrobates leucorhous,Newfoundland,8,Hydrobates leucorhous_Newfoundland,Hydrobates leucorhous_Newfoundland_08,0.843
Hydrobates leucorhous,Newfoundland,9,Hydrobates leucorhous_Newfoundland,Hydrobates leucorhous_Newfoundland_09,0.8644
Hydrobates leucorhous,Nova Scotia,6,Hydrobates leucorhous_Nova Scotia,Hydrobates leucorhous_Nova Scotia_06,1.1939
Hydrobates leucorhous,Nova Scotia,7,Hydrobates leucorhous_Nova Scotia,Hydrobates leucorhous_Nova Scotia_07,2.694
Hydrobates leucorhous,Nova Scotia,8,Hydrobates leucorhous_Nova Scotia,Hydrobates leucorhous_Nova Scotia_08,3.3494
Hydrobates leucorhous,Nova Scotia,9,Hydrobates leucorhous_Nova Scotia,Hydrobates leucorhous_Nova Scotia_09,3.2677
Hydrobates monteiroi,Azores,6,Hydrobates monteiroi_Azores,Hydrobates monteiroi_Azores_06,4.9489
Hydrobates monteiroi,Azores,7,Hydrobates monteiroi_Azores,Hydrobates monteiroi_Azores_07,5.2589
Hydrobates monteiroi,Azores,8,Hydrobates monteiroi_Azores,Hydrobates monteiroi_Azores_08,5.6973
Hydrobates pelagicus,Benidorm Island,5,Hydrobates pelagicus_Benidorm Island,Hydrobates pelagicus_Benidorm Island_05,521.8717
Hydrobates pelagicus,Benidorm Island,6,Hydrobates pelagicus_Benidorm Island,Hydrobates pelagicus_Benidorm Island_06,517.7959
Hydrobates pelagicus,Capo caccia,7,Hydrobates pelagicus_Capo caccia,Hydrobates pelagicus_Capo caccia_07,306.116
Hydrobates pelagicus,Ireland,8,Hydrobates pelagicus_Ireland,Hydrobates pelagicus_Ireland_08,1.3625
Hydrobates pelagicus,Malta,1,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_01,406.8402
Hydrobates pelagicus,Malta,2,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_02,397.3639
Hydrobates pelagicus,Malta,4,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_04,571.2998
Hydrobates pelagicus,Malta,7,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_07,506.3625
Hydrobates pelagicus,Malta,8,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_08,512.0795
Hydrobates pelagicus,Malta,9,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_09,546.949
Hydrobates pelagicus,Malta,10,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_10,496.5576
Hydrobates pelagicus,Malta,11,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_11,480.5594
Hydrobates pelagicus,Malta,12,Hydrobates pelagicus_Malta,Hydrobates pelagicus_Malta_12,469.0702
Hydrobates pelagicus,Shetland,7,Hydrobates pelagicus_Shetland,Hydrobates pelagicus_Shetland_07,1.0227
Hydrobates pelagicus,Shetland,8,Hydrobates pelagicus_Shetland,Hydrobates pelagicus_Shetland_08,0.9924
Oceanites oceanicus,South Shetland Islands,3,Oceanites oceanicus_South Shetland Islands,Oceanites oceanicus_South Shetland Islands_03,0.0078
Pachyptila belcheri,Kerguelen,1,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_01,0.0934
Pachyptila belcheri,Kerguelen,2,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_02,0.0384
Pachyptila belcheri,Kerguelen,3,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_03,0.0043
Pachyptila belcheri,Kerguelen,4,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_04,0.0111
Pachyptila belcheri,Kerguelen,5,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_05,0.0869
Pachyptila belcheri,Kerguelen,6,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_06,0.303
Pachyptila belcheri,Kerguelen,7,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_07,1.2575
Pachyptila belcheri,Kerguelen,8,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_08,3.2435
Pachyptila belcheri,Kerguelen,9,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_09,5.4924
Pachyptila belcheri,Kerguelen,10,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_10,2.0739
Pachyptila belcheri,Kerguelen,11,Pachyptila belcheri_Kerguelen,Pachyptila belcheri_Kerguelen_11,0.3194
Pachyptila belcheri,New Island,1,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_01,0.0689
Pachyptila belcheri,New Island,2,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_02,0.0277
Pachyptila belcheri,New Island,4,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_04,0.0094
Pachyptila belcheri,New Island,5,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_05,0.0747
Pachyptila belcheri,New Island,6,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_06,0.3271
Pachyptila belcheri,New Island,7,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_07,0.3658
Pachyptila belcheri,New Island,8,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_08,0.6234
Pachyptila belcheri,New Island,9,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_09,0.3113
Pachyptila belcheri,New Island,10,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_10,0.1407
Pachyptila belcheri,New Island,11,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_11,0.3664
Pachyptila belcheri,New Island,12,Pachyptila belcheri_New Island,Pachyptila belcheri_New Island_12,0.0935
Pachyptila desolata,Kerguelen,1,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_01,0.0072
Pachyptila desolata,Kerguelen,2,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_02,0.1047
Pachyptila desolata,Kerguelen,3,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_03,0.0045
Pachyptila desolata,Kerguelen,4,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_04,1.8423
Pachyptila desolata,Kerguelen,5,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_05,5.4029
Pachyptila desolata,Kerguelen,6,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_06,7.7939
Pachyptila desolata,Kerguelen,7,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_07,7.673
Pachyptila desolata,Kerguelen,8,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_08,8.6974
Pachyptila desolata,Kerguelen,9,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_09,17.7031
Pachyptila desolata,Kerguelen,10,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_10,19.4228
Pachyptila desolata,Kerguelen,11,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_11,12.3557
Pachyptila desolata,Kerguelen,12,Pachyptila desolata_Kerguelen,Pachyptila desolata_Kerguelen_12,0.1488
Pachyptila desolata,South Georgia,1,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_01,0.0624
Pachyptila desolata,South Georgia,2,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_02,0.0725
Pachyptila desolata,South Georgia,3,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_03,0.0632
Pachyptila desolata,South Georgia,4,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_04,2.4819
Pachyptila desolata,South Georgia,5,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_05,4.7257
Pachyptila desolata,South Georgia,6,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_06,6.5215
Pachyptila desolata,South Georgia,7,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_07,6.6378
Pachyptila desolata,South Georgia,8,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_08,7.5816
Pachyptila desolata,South Georgia,9,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_09,3.4572
Pachyptila desolata,South Georgia,10,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_10,7.3072
Pachyptila desolata,South Georgia,11,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_11,1.4282
Pachyptila desolata,South Georgia,12,Pachyptila desolata_South Georgia,Pachyptila desolata_South Georgia_12,0.1214
Pachyptila macgillivrayi,Gough,1,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_01,5.3458
Pachyptila macgillivrayi,Gough,2,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_02,6.6389
Pachyptila macgillivrayi,Gough,4,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_04,3.128
Pachyptila macgillivrayi,Gough,5,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_05,2.6868
Pachyptila macgillivrayi,Gough,6,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_06,2.5149
Pachyptila macgillivrayi,Gough,7,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_07,2.984
Pachyptila macgillivrayi,Gough,8,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_08,6.1329
Pachyptila macgillivrayi,Gough,9,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_09,5.0299
Pachyptila macgillivrayi,Gough,10,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_10,18.4487
Pachyptila macgillivrayi,Gough,11,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_11,20.3153
Pachyptila macgillivrayi,Gough,12,Pachyptila macgillivrayi_Gough,Pachyptila macgillivrayi_Gough_12,11.9608
Pachyptila turtur,Dunedin,1,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_01,0.6324
Pachyptila turtur,Dunedin,2,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_02,0.0191
Pachyptila turtur,Dunedin,4,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_04,0.6556
Pachyptila turtur,Dunedin,5,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_05,1.222
Pachyptila turtur,Dunedin,6,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_06,1.4726
Pachyptila turtur,Dunedin,7,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_07,1.7332
Pachyptila turtur,Dunedin,8,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_08,1.5297
Pachyptila turtur,Dunedin,9,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_09,2.9728
Pachyptila turtur,Dunedin,10,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_10,3.1343
Pachyptila turtur,Dunedin,11,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_11,1.4427
Pachyptila turtur,Dunedin,12,Pachyptila turtur_Dunedin,Pachyptila turtur_Dunedin_12,0.6166
Pachyptila turtur,Kanowna Island,1,Pachyptila turtur_Kanowna Island,Pachyptila turtur_Kanowna Island_01,10.619
Pachyptila turtur,Kanowna Island,11,Pachyptila turtur_Kanowna Island,Pachyptila turtur_Kanowna Island_11,6.1309
Pachyptila turtur,Kanowna Island,12,Pachyptila turtur_Kanowna Island,Pachyptila turtur_Kanowna Island_12,6.8641
Pachyptila vittata,Gough,1,Pachyptila vittata_Gough,Pachyptila vittata_Gough_01,9.9969
Pachyptila vittata,Gough,2,Pachyptila vittata_Gough,Pachyptila vittata_Gough_02,18.9025
Pachyptila vittata,Gough,3,Pachyptila vittata_Gough,Pachyptila vittata_Gough_03,52.4173
Pachyptila vittata,Gough,4,Pachyptila vittata_Gough,Pachyptila vittata_Gough_04,4.8885
Pachyptila vittata,Gough,5,Pachyptila vittata_Gough,Pachyptila vittata_Gough_05,3.9544
Pachyptila vittata,Gough,6,Pachyptila vittata_Gough,Pachyptila vittata_Gough_06,7.3522
Pachyptila vittata,Gough,7,Pachyptila vittata_Gough,Pachyptila vittata_Gough_07,8.7904
Pachyptila vittata,Gough,8,Pachyptila vittata_Gough,Pachyptila vittata_Gough_08,7.1168
Pachyptila vittata,Gough,9,Pachyptila vittata_Gough,Pachyptila vittata_Gough_09,23.5512
Pachyptila vittata,Gough,10,Pachyptila vittata_Gough,Pachyptila vittata_Gough_10,34.1517
Pachyptila vittata,Gough,11,Pachyptila vittata_Gough,Pachyptila vittata_Gough_11,18.3659
Pachyptila vittata,Gough,12,Pachyptila vittata_Gough,Pachyptila vittata_Gough_12,13.9523
Pachyptila vittata,Tristan da Cunha,1,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_01,10.5594
Pachyptila vittata,Tristan da Cunha,2,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_02,10.3562
Pachyptila vittata,Tristan da Cunha,3,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_03,25.093
Pachyptila vittata,Tristan da Cunha,4,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_04,12.033
Pachyptila vittata,Tristan da Cunha,5,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_05,9.5597
Pachyptila vittata,Tristan da Cunha,6,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_06,17.7213
Pachyptila vittata,Tristan da Cunha,7,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_07,30.3538
Pachyptila vittata,Tristan da Cunha,8,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_08,30.8774
Pachyptila vittata,Tristan da Cunha,9,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_09,51.9012
Pachyptila vittata,Tristan da Cunha,10,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_10,81.2822
Pachyptila vittata,Tristan da Cunha,11,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_11,27.7025
Pachyptila vittata,Tristan da Cunha,12,Pachyptila vittata_Tristan da Cunha,Pachyptila vittata_Tristan da Cunha_12,11.0687
Pagodroma nivea,Pointe Geologie,1,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_01,0.0012
Pagodroma nivea,Pointe Geologie,4,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_04,0.0032
Pagodroma nivea,Pointe Geologie,5,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_05,0.0016
Pagodroma nivea,Pointe Geologie,6,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_06,0.0017
Pagodroma nivea,Pointe Geologie,7,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_07,0.0024
Pagodroma nivea,Pointe Geologie,8,Pagodroma nivea_Pointe Geologie,Pagodroma nivea_Pointe Geologie_08,0.0063
