species,population,month,sp_pop,sp_pop_month,exposure_score
Pseudobulweria rostrata,New Calendonia,11,Pseudobulweria rostrata_New Calendonia,Pseudobulweria rostrata_New Calendonia_11,1.6894
Pseudobulweria rostrata,New Calendonia,12,Pseudobulweria rostrata_New Calendonia,Pseudobulweria rostrata_New Calendonia_12,2.0924
Pterodroma arminjoniana,Round Island,1,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_01,16.5337
Pterodroma arminjoniana,Round Island,2,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_02,18.94
Pterodroma arminjoniana,Round Island,3,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_03,25.311
Pterodroma arminjoniana,Round Island,4,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_04,20.8487
Pterodroma arminjoniana,Round Island,5,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_05,8.8523
Pterodroma arminjoniana,Round Island,6,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_06,6.2883
Pterodroma arminjoniana,Round Island,7,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_07,9.7749
Pterodroma arminjoniana,Round Island,8,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_08,17.6085
Pterodroma arminjoniana,Round Island,9,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_09,23.4744
Pterodroma arminjoniana,Round Island,10,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_10,14.7272
Pterodroma arminjoniana,Round Island,11,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_11,16.1101
Pterodroma arminjoniana,Round Island,12,Pterodroma arminjoniana_Round Island,Pterodroma arminjoniana_Round Island_12,15.9812
Pterodroma arminjoniana,Trindade Island,1,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_01,43.1708
Pterodroma arminjoniana,Trindade Island,2,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_02,40.9283
Pterodroma arminjoniana,Trindade Island,3,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_03,41.2869
Pterodroma arminjoniana,Trindade Island,4,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_04,11.5982
Pterodroma arminjoniana,Trindade Island,5,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_05,15.0081
Pterodroma arminjoniana,Trindade Island,6,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_06,23.8977
Pterodroma arminjoniana,Trindade Island,7,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_07,18.9765
Pterodroma arminjoniana,Trindade Island,8,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_08,11.2433
Pterodroma arminjoniana,Trindade Island,9,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_09,7.5362
Pterodroma arminjoniana,Trindade Island,11,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_11,42.4034
Pterodroma arminjoniana,Trindade Island,12,Pterodroma arminjoniana_Trindade Island,Pterodroma arminjoniana_Trindade Island_12,32.7672
Pterodroma axillaris,Chatham Islands,1,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_01,0.491
Pterodroma axillaris,Chatham Islands,2,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_02,1.0869
Pterodroma axillaris,Chatham Islands,4,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_04,0.3731
Pterodroma axillaris,Chatham Islands,5,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_05,0.9324
Pterodroma axillaris,Chatham Islands,6,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_06,2.2652
Pterodroma axillaris,Chatham Islands,7,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_07,1.8339
Pterodroma axillaris,Chatham Islands,8,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_08,6.7804
Pterodroma axillaris,Chatham Islands,9,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_09,8.3286
Pterodroma axillaris,Chatham Islands,10,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_10,1.2965
Pterodroma axillaris,Chatham Islands,11,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_11,3.1835
Pterodroma axillaris,Chatham Islands,12,Pterodroma axillaris_Chatham Islands,Pterodroma axillaris_Chatham Islands_12,0.6107
Pterodroma baraui,Reunion,1,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_01,33.4991
Pterodroma baraui,Reunion,2,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_02,32.8162
Pterodroma baraui,Reunion,3,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_03,30.5734
Pterodroma baraui,Reunion,4,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_04,21.4773
Pterodroma baraui,Reunion,5,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_05,9.4938
Pterodroma baraui,Reunion,6,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_06,7.185
Pterodroma baraui,Reunion,7,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_07,8.0302
Pterodroma baraui,Reunion,8,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_08,10.1747
Pterodroma baraui,Reunion,9,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_09,19.5949
Pterodroma baraui,Reunion,12,Pterodroma baraui_Reunion,Pterodroma baraui_Reunion_12,31.276
Pterodroma cahow,Bermuda Island,1,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_01,13.2687
Pterodroma cahow,Bermuda Island,2,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_02,11.3175
Pterodroma cahow,Bermuda Island,3,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_03,13.2639
Pterodroma cahow,Bermuda Island,4,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_04,9.5206
Pterodroma cahow,Bermuda Island,5,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_05,9.2766
Pterodroma cahow,Bermuda Island,6,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_06,6.8588
Pterodroma cahow,Bermuda Island,7,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_07,5.9398
Pterodroma cahow,Bermuda Island,8,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_08,5.8574
Pterodroma cahow,Bermuda Island,9,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_09,6.2918
Pterodroma cahow,Bermuda Island,10,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_10,15.5535
Pterodroma cahow,Bermuda Island,11,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_11,12.6079
Pterodroma cahow,Bermuda Island,12,Pterodroma cahow_Bermuda Island,Pterodroma cahow_Bermuda Island_12,15.4561
Pterodroma cervicalis,Phillip Island,2,Pterodroma cervicalis_Phillip Island,Pterodroma cervicalis_Phillip Island_02,5.0747
Pterodroma cervicalis,Phillip Island,3,Pterodroma cervicalis_Phillip Island,Pterodroma cervicalis_Phillip Island_03,5.0487
Pterodroma cervicalis,Phillip Island,4,Pterodroma cervicalis_Phillip Island,Pterodroma cervicalis_Phillip Island_04,4.8477
Pterodroma cookii,Codfish Island,1,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_01,1.5333
Pterodroma cookii,Codfish Island,2,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_02,1.7929
Pterodroma cookii,Codfish Island,3,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_03,1.9149
Pterodroma cookii,Codfish Island,4,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_04,1.637
Pterodroma cookii,Codfish Island,5,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_05,0.2134
Pterodroma cookii,Codfish Island,6,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_06,0.2555
Pterodroma cookii,Codfish Island,7,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_07,0.2759
Pterodroma cookii,Codfish Island,8,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_08,0.3984
Pterodroma cookii,Codfish Island,9,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_09,0.7291
Pterodroma cookii,Codfish Island,10,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_10,1.7902
Pterodroma cookii,Codfish Island,11,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_11,3.0166
Pterodroma cookii,Codfish Island,12,Pterodroma cookii_Codfish Island,Pterodroma cookii_Codfish Island_12,2.3725
Pterodroma cookii,Little Barrier Island,1,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_01,3.9753
Pterodroma cookii,Little Barrier Island,2,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_02,3.683
Pterodroma cookii,Little Barrier Island,3,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_03,14.2591
Pterodroma cookii,Little Barrier Island,4,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_04,118.8848
Pterodroma cookii,Little Barrier Island,5,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_05,175.5929
Pterodroma cookii,Little Barrier Island,6,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_06,288.5376
Pterodroma cookii,Little Barrier Island,7,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_07,170.1901
Pterodroma cookii,Little Barrier Island,8,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_08,112.2762
Pterodroma cookii,Little Barrier Island,9,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_09,90.5575
Pterodroma cookii,Little Barrier Island,10,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_10,3.943
Pterodroma cookii,Little Barrier Island,11,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_11,3.8537
Pterodroma cookii,Little Barrier Island,12,Pterodroma cookii_Little Barrier Island,Pterodroma cookii_Little Barrier Island_12,3.4757
Pterodroma deserta,Madeira,1,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_01,10.9908
Pterodroma deserta,Madeira,2,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_02,12.3652
Pterodroma deserta,Madeira,3,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_03,11.4472
Pterodroma deserta,Madeira,4,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_04,13.2913
Pterodroma deserta,Madeira,5,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_05,11.7579
Pterodroma deserta,Madeira,6,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_06,7.7549
Pterodroma deserta,Madeira,7,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_07,5.7063
Pterodroma deserta,Madeira,8,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_08,6.9669
Pterodroma deserta,Madeira,9,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_09,6.7363
Pterodroma deserta,Madeira,10,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_10,4.7766
Pterodroma deserta,Madeira,11,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_11,4.5649
Pterodroma deserta,Madeira,12,Pterodroma deserta_Madeira,Pterodroma deserta_Madeira_12,6.8268
Pterodroma feae,Cape Verde,1,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_01,2.575
Pterodroma feae,Cape Verde,2,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_02,1.9293
Pterodroma feae,Cape Verde,3,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_03,0.5963
Pterodroma feae,Cape Verde,4,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_04,0.3294
Pterodroma feae,Cape Verde,5,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_05,0.2109
Pterodroma feae,Cape Verde,6,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_06,0.1509
Pterodroma feae,Cape Verde,7,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_07,0.1322
Pterodroma feae,Cape Verde,8,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_08,0.1444
Pterodroma feae,Cape Verde,9,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_09,2.2924
Pterodroma feae,Cape Verde,10,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_10,4.0728
Pterodroma feae,Cape Verde,11,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_11,1.9626
Pterodroma feae,Cape Verde,12,Pterodroma feae_Cape Verde,Pterodroma feae_Cape Verde_12,1.3429
Pterodroma gouldi,Bethells Beach,7,Pterodroma gouldi_Bethells Beach,Pterodroma gouldi_Bethells Beach_07,4.2746
Pterodroma gouldi,Bethells Beach,8,Pterodroma gouldi_Bethells Beach,Pterodroma gouldi_Bethells Beach_08,4.4066
Pterodroma gouldi,Bethells Beach,10,Pterodroma gouldi_Bethells Beach,Pterodroma gouldi_Bethells Beach_10,3.2048
Pterodroma hasitata,Sierra de Bahoruco,4,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_04,4.129
Pterodroma hasitata,Sierra de Bahoruco,5,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_05,3.4452
Pterodroma hasitata,Sierra de Bahoruco,6,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_06,5.5402
Pterodroma hasitata,Sierra de Bahoruco,7,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_07,12.6721
Pterodroma hasitata,Sierra de Bahoruco,8,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_08,13.6543
Pterodroma hasitata,Sierra de Bahoruco,9,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_09,8.5292
Pterodroma hasitata,Sierra de Bahoruco,10,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_10,9.8878
Pterodroma hasitata,Sierra de Bahoruco,11,Pterodroma hasitata_Sierra de Bahoruco,Pterodroma hasitata_Sierra de Bahoruco_11,13.8304
Pterodroma incerta,Gough,1,Pterodroma incerta_Gough,Pterodroma incerta_Gough_01,19.6963
Pterodroma incerta,Gough,2,Pterodroma incerta_Gough,Pterodroma incerta_Gough_02,19.7532
Pterodroma incerta,Gough,4,Pterodroma incerta_Gough,Pterodroma incerta_Gough_04,16.34
Pterodroma incerta,Gough,5,Pterodroma incerta_Gough,Pterodroma incerta_Gough_05,6.5871
Pterodroma incerta,Gough,6,Pterodroma incerta_Gough,Pterodroma incerta_Gough_06,4.0505
Pterodroma incerta,Gough,7,Pterodroma incerta_Gough,Pterodroma incerta_Gough_07,2.8306
Pterodroma incerta,Gough,8,Pterodroma incerta_Gough,Pterodroma incerta_Gough_08,3.3569
Pterodroma incerta,Gough,9,Pterodroma incerta_Gough,Pterodroma incerta_Gough_09,7.7637
Pterodroma incerta,Gough,10,Pterodroma incerta_Gough,Pterodroma incerta_Gough_10,34.1899
Pterodroma incerta,Gough,11,Pterodroma incerta_Gough,Pterodroma incerta_Gough_11,31.2937
Pterodroma incerta,Gough,12,Pterodroma incerta_Gough,Pterodroma incerta_Gough_12,43.5159
Pterodroma inexpectata,Lake HaurokoPetrel Island,1,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_01,0.4879
Pterodroma inexpectata,Lake HaurokoPetrel Island,2,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_02,0.6929
Pterodroma inexpectata,Lake HaurokoPetrel Island,4,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_04,2.2951
Pterodroma inexpectata,Lake HaurokoPetrel Island,5,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_05,10.1562
Pterodroma inexpectata,Lake HaurokoPetrel Island,6,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_06,10.0155
Pterodroma inexpectata,Lake HaurokoPetrel Island,7,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_07,16.1274
Pterodroma inexpectata,Lake HaurokoPetrel Island,8,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_08,9.7542
Pterodroma inexpectata,Lake HaurokoPetrel Island,9,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_09,22.793
Pterodroma inexpectata,Lake HaurokoPetrel Island,10,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_10,20.2752
Pterodroma inexpectata,Lake HaurokoPetrel Island,11,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_11,8.1503
Pterodroma inexpectata,Lake HaurokoPetrel Island,12,Pterodroma inexpectata_Lake HaurokoPetrel Island,Pterodroma inexpectata_Lake HaurokoPetrel Island_12,0.3365
Pterodroma lessonii,Adams Island,1,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_01,0.3652
Pterodroma lessonii,Adams Island,2,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_02,0.0791
Pterodroma lessonii,Adams Island,3,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_03,0.0569
Pterodroma lessonii,Adams Island,4,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_04,0.3538
Pterodroma lessonii,Adams Island,5,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_05,0.514
Pterodroma lessonii,Adams Island,6,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_06,1.2084
Pterodroma lessonii,Adams Island,7,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_07,1.4442
Pterodroma lessonii,Adams Island,8,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_08,1.5329
Pterodroma lessonii,Adams Island,9,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_09,0.9797
Pterodroma lessonii,Adams Island,10,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_10,1.5487
Pterodroma lessonii,Adams Island,11,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_11,0.7984
Pterodroma lessonii,Adams Island,12,Pterodroma lessonii_Adams Island,Pterodroma lessonii_Adams Island_12,0.7004
Pterodroma leucoptera,Cabbage Tree Island,1,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_01,4.6579
Pterodroma leucoptera,Cabbage Tree Island,2,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_02,4.597
Pterodroma leucoptera,Cabbage Tree Island,3,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_03,4.7434
Pterodroma leucoptera,Cabbage Tree Island,4,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_04,3.0841
Pterodroma leucoptera,Cabbage Tree Island,5,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_05,6.5609
Pterodroma leucoptera,Cabbage Tree Island,6,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_06,6.048
Pterodroma leucoptera,Cabbage Tree Island,7,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_07,5.1468
Pterodroma leucoptera,Cabbage Tree Island,8,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_08,4.0661
Pterodroma leucoptera,Cabbage Tree Island,9,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_09,5.8941
Pterodroma leucoptera,Cabbage Tree Island,10,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_10,2.1561
Pterodroma leucoptera,Cabbage Tree Island,11,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_11,6.541
Pterodroma leucoptera,Cabbage Tree Island,12,Pterodroma leucoptera_Cabbage Tree Island,Pterodroma leucoptera_Cabbage Tree Island_12,7.0342
Pterodroma leucoptera,New Caledonia,1,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_01,4.1027
Pterodroma leucoptera,New Caledonia,2,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_02,3.6497
Pterodroma leucoptera,New Caledonia,3,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_03,3.3218
Pterodroma leucoptera,New Caledonia,4,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_04,3.318
Pterodroma leucoptera,New Caledonia,5,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_05,3.6882
Pterodroma leucoptera,New Caledonia,6,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_06,0.1477
Pterodroma leucoptera,New Caledonia,7,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_07,0.1074
Pterodroma leucoptera,New Caledonia,8,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_08,0.2337
Pterodroma leucoptera,New Caledonia,9,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_09,0.7445
Pterodroma leucoptera,New Caledonia,10,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_10,0.5584
Pterodroma leucoptera,New Caledonia,11,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_11,5.5539
Pterodroma leucoptera,New Caledonia,12,Pterodroma leucoptera_New Caledonia,Pterodroma leucoptera_New Caledonia_12,4.7382
Pterodroma macroptera,Prince Edward Islands,6,Pterodroma macroptera_Prince Edward Islands,Pterodroma macroptera_Prince Edward Islands_06,7.5484
Pterodroma macroptera,Prince Edward Islands,7,Pterodroma macroptera_Prince Edward Islands,Pterodroma macroptera_Prince Edward Islands_07,3.76
Pterodroma madeira,Madeira,1,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_01,3.3807
Pterodroma madeira,Madeira,2,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_02,6.7625
Pterodroma madeira,Madeira,3,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_03,5.9699
Pterodroma madeira,Madeira,4,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_04,4.2228
Pterodroma madeira,Madeira,5,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_05,5.1374
Pterodroma madeira,Madeira,6,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_06,4.2408
Pterodroma madeira,Madeira,7,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_07,4.4263
Pterodroma madeira,Madeira,8,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_08,4.6166
Pterodroma madeira,Madeira,9,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_09,5.7273
Pterodroma madeira,Madeira,10,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_10,2.3814
Pterodroma madeira,Madeira,11,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_11,1.1267
Pterodroma madeira,Madeira,12,Pterodroma madeira_Madeira,Pterodroma madeira_Madeira_12,2.7433
Pterodroma magentae,Chatham Islands,1,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_01,0.864
Pterodroma magentae,Chatham Islands,2,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_02,1.5151
Pterodroma magentae,Chatham Islands,3,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_03,1.5655
Pterodroma magentae,Chatham Islands,4,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_04,1.4282
Pterodroma magentae,Chatham Islands,5,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_05,3.2773
Pterodroma magentae,Chatham Islands,6,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_06,9.3958
Pterodroma magentae,Chatham Islands,7,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_07,12.5613
Pterodroma magentae,Chatham Islands,8,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_08,9.1135
Pterodroma magentae,Chatham Islands,9,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_09,5.4581
Pterodroma magentae,Chatham Islands,10,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_10,1.4213
Pterodroma magentae,Chatham Islands,11,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_11,1.0403
Pterodroma magentae,Chatham Islands,12,Pterodroma magentae_Chatham Islands,Pterodroma magentae_Chatham Islands_12,0.9552
Pterodroma mollis,Antipodes,1,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_01,0.4961
Pterodroma mollis,Antipodes,2,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_02,1.5354
Pterodroma mollis,Antipodes,3,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_03,3.596
Pterodroma mollis,Antipodes,4,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_04,0.4729
Pterodroma mollis,Antipodes,5,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_05,0.4549
Pterodroma mollis,Antipodes,6,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_06,2.3774
Pterodroma mollis,Antipodes,7,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_07,3.8912
Pterodroma mollis,Antipodes,8,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_08,2.0987
Pterodroma mollis,Antipodes,9,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_09,0.8488
Pterodroma mollis,Antipodes,10,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_10,2.0415
Pterodroma mollis,Antipodes,11,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_11,0.9871
Pterodroma mollis,Antipodes,12,Pterodroma mollis_Antipodes,Pterodroma mollis_Antipodes_12,0.332
Pterodroma mollis,Gough,1,Pterodroma mollis_Gough,Pterodroma mollis_Gough_01,5.1184
Pterodroma mollis,Gough,2,Pterodroma mollis_Gough,Pterodroma mollis_Gough_02,3.7181
Pterodroma mollis,Gough,3,Pterodroma mollis_Gough,Pterodroma mollis_Gough_03,2.3259
Pterodroma mollis,Gough,4,Pterodroma mollis_Gough,Pterodroma mollis_Gough_04,14.8886
